,Category,Text,Classification
150233,Sexismo,Diversos relatos que existe boqueteiro fantasma na ufu cuidado galera,
150234,Aparencia,@91Iucky vu deixar o feioso do sam,
150235,Capacitismo,@atlascprotector zoado😹😹,
150236,Capacitismo,@vicksbg_ yo,
150237,Capacitismo,@mcorredor2812 @IndirectasRock Y me encanta verte así y toda apenada también jeje,
150238,Capacitismo,Quemo la casa si me aparece una asi https://t.co/6wXK7c9B0H,
150239,Assedio,meu coração ficou tão apertado com cada palavraeu sigo segurando choro por ela porque deve doer mto ter passado por coisas PUTA DIFÍCEIS,
150240,Etnia,Casca grossa paga nada mais o irmão ama Meus Parabéns ❤️😍 https://t.co/1J977xCtR4,
150241,Capacitismo,felizmente amanhã essa doutorinha vai ralar nao aguento mais olhar pra cara dessa mondronga,
150242,Homofobia,TEM UM VEADO ME OLHANDO  AGORA TA DISFARÇANDO  AGORA ELE ESTA SORRINDO   TO ATÉ ME DIVERTINDO   MAS QUE VEADÃO LEGAL 🦌,
150243,Homofobia,@Thiagxtc Né q odio e eu aqui doente e boiola,
150244,Politica,@saritaasvat No es q sea un choque cultural es más que eso es un estado autoritario y fanático religioso al igual q Irán Emiratos Árabes Arabia Saudí. Jamás me mudaría a un país así. Yo señalo a la FIFA corrupta y a sus delegados q de seguro fueron comprados.,
150245,Capacitismo,Não existe uma rivalidade histórica entre Argentina e Brasil à toa. Você torce para a Argentina porque é retardado.,
150246,Capacitismo,@tepa_jeldrez @shesmissmagda Esa moraleja es bien estupida. 1- adivinas no somos 2- ellos también deciden si quieren hijos y si son papás para sus hijos o no 3- es responsabilidad de ellos 4- ya tenemos suficiente con los propios hijos como pa también criarlos a ellos.,
150247,Xenofobia,Tá queimando muito minha orelha mais muito,
150248,Capacitismo,@mmirandinhaaa_ Te amo 🫶🏼,
150249,Capacitismo,Aproveita que eu trabalho com consulta de vista e vem marcar uma comigo acho que tá bem ceguinho pra não tá enxergando o quanto eu quero te beijar.,
150250,Xenofobia,@rodgira @DiPerrelli Só em olhar esta imagem da medo. So ó Egito teve tantas pragas.,
150251,Capacitismo,@FEscrutinio Tengo una duda seria:  Para ser zurdo zucialista o progre un requisito es ser estúpido? o mediocre? o arrastrados? a claro la otra opción es todas las anteriores..  DATO: Trump no es la 1era vez q gana algo votado 🧠💩 https://t.co/v3wVbbt8Ib,
150252,Capacitismo,@duffyfps_ provavelmente meu grau de acne é baixo agr meu rosto era muito pior comparado a 2 anos atrás ele foi melhorando com o tempo mas fui muito zoado por colegas da minha sala então qualquer espinha q aparece no rosto.  Vou ir na dermato quando eu puder vlw pela ajuda irmão&lt;3,
150253,Capacitismo,Carol me irrita doida pra ganhar um arraso,
150254,Capacitismo,@_InFieri @marioadinolfi @ComVentotene Anche a chi non è analfabeta funzionale l’affermazione appare stupida. Prendere esempio quindi emulare il modo ‘esempio‘ non vede solo le finalità. Qualcuno può volere quelle finalità ma quei modi non sono i nostri. Noi dovremmo dare esempio avendo la libertà alle stronzate.,
150255,Capacitismo,foi MUITO louco esse dia https://t.co/2ws84uM4jH,
150256,Sexismo,traveco bem mais mulher q vc né bbzona,
150257,Capacitismo,@RafaRuas1980 @BruMarquezine @choquei tá com 11 anos carai cara velhao todo leproso kkk,
150258,Calunia,@jadeslittlebaby NOSSA MAFER A ESSA@HORA DA MANHA VC JA COMECA VOM CORNAGEM,
150259,Capacitismo,@tsmidnigths Eu simlkkkkk a prova tava fácil eu q sou uma lesma doente e demoro muito p fazer se a questão demora 50 minutos eu levo 1h 20 aí n deu tempo de fazer a outra. eu fiquei com as mais demoradas Y Y deseq muito pouco tempo odeiei muito por isso.,
150260,Capacitismo,"@FerminYugueros como voy a hablar asi con un niñato que me llama subnormal y panfilo y luego va de digno borra los twits donde me llama eso y dice que NUNCA insulta y que es muy objetivo si hasta has ido a buscar twits que no tienen nada que ver sobre el tema y me has insultado alli anormal""!",
150261,Sexismo,Esse fim de semana folgo tanto sábado quanto domingo e dessas 48h passarei 40h colocando meu sono em dia pprt estou há quase um mês dormindo três ou cinco horas por dia estou olhando para o abismo com uma frequência absurda se eu não tiver umas 10h de sono nessa folga me jogo,
150262,Capacitismo,student debil znowu pije piwo haha,
150263,Sexismo,@leandraleal É outra rampeira igual a Micheque,
150264,Capacitismo,seasmoke sendo o segundo dragão mais rápido da dança enquanto aquela galinha dourada lá fica aleijada brigando com um dragão filhote kkkkkkk tão fracassado quanto o montador dele https://t.co/CWkDaVEiXh,
150265,Calunia,@luluci99 che pueblo unido.. hace una unión entre todos udes y pasa la gorra para juntar el.prestamo del FMI   que tu jefe Ali baba Macri fugo junto a sus amigos y hoy tenemos que garpar todos . esa si sería una gran causa . da pena lo ignorante que sos aunq sabemos que lo haces por plata,
150266,Capacitismo,@TxirritaTNT @Colondroco1 @Al_descubierto_ De quien se chivó pedazo de anormal si es al único que metieron a la cárcel?,
150267,Xenofobia,@kellykristina22 @edugoldenberg @GenPauloChagas Problema deles kkkkkkkk,
150268,Sexismo,@Cadiz_CFIN @xpet_kobby Cadelona tonight,
150269,Xenofobia,@Omardeideais Enquadra issoooooo pelo amor de Deus colocar atrás de um vidro para o tempo não judiar! Coisa linda.,
150270,Calunia,@DeniseCompasso Ladroeira!! Bando de ladrões!!,
150271,Calunia,"@Amk81161801 @fanatico_japan @BILD @faznet @ntvde @SPIEGEL_Sport Angeblich wurde einen Banner mit dem Wort ""Kurdistan"" gezeigt. Das ist in Deutschland verboten!  So viel zum Thema Demokratie und Meinungsfreiheit... 😡",
150272,Sexismo,Hater número um do repolho,
150273,Assedio,É oficial HOJE TEM COPA FILHO DA PUTA,
150274,Sexismo,@benjaminback Vai tomar no cuiuuuu filho de uma cadela,
150275,Capacitismo,El tuit de mi inicio más tranquilo y menos demente es este https://t.co/oT8Z4dB12V,
150276,Etnia,@apeironway vc é foda meu criolo nerd,
150277,Assedio,Davy puta marmita sfd,
150278,Politica,@LorenaPizarroS @BancadaPC_FRVS @PCdeChile @jjcc_chile @AFDDChile Y dele esta comunista haciéndose la VISTIMA  y con delirios de persecusión.... https://t.co/ldAgKZr8pS,
150279,Assedio,@somacal_mari creio que não é cheque mesmo pq ela(a testuda) ganhou na mesma categoria na outra votação,
150280,Capacitismo,Um dos meios maiores defeito é o silêncio. Pqp não sei passar por uma situação e simplesmente falar como me sinto em relação aquilo ou por alguém no lugar dela infelizmente eu prego aquela idiotice de que no silêncio há resposta e razão mas cm certo tipo de pessoa não funciona,
150281,Capacitismo,@fernandoEWTN No recuerdo q Jesús haya rechazado un leproso. El no vino a decir tu si y el otro no. Si Jesús no lo hizo pq tu. Porque llenas el corazón de odio pudiendo llenarlo de amor y compasión. No vendas tu alma por odio. No lo hagas hermano. No estamos llamados a gobernar sino a servir.,
150282,Xenofobia,4º é de judiar,
150283,Xenofobia,@monark Você é mimado demais... um MIMIMI sem fim,
150284,Calunia,@JuanViGuedez @teamnavegantes Si apoya otro equipo es mejor fanático malo,
150285,Calunia,pau no cu de tds q tão deixando se seguir o taehyung saibam lidar com a cornagem,
150286,Homofobia,acordar cedo com i am not a robot resumindo sua vida ultimamente https://t.co/M25lsQLBbC,
150287,Xenofobia,@Japa_2k22DV @_ANIMEse Pra mim foi só a demora pra ter a 5° temporada pq da 1° até a 4° eu assisti tudo no embalo,
150288,Capacitismo,vai se fuder seu imbecil vou fazer pior.,
150289,Capacitismo,@la12muffera Expresa una sociedad frágil débil primitiva violenta y resentida menos mal que está la hinchada argentina de extranjeros.,
150290,Homofobia,eu queria um romance meninos me me chamem pra ser boiola,
150291,Assedio,@corathos hm ta me traindo né sua safada bom saber,
150292,Capacitismo,@jraguiar1902 @gusmendesm @MarioJ2233 @BrazOTricolor_ q olho grande mongolóide do caralho o contrato acabava ele é obrigado a renovar e correr risco de não ir pro Atlético de Madrid pra ficar no Fluminense lutando por rebaixamento? n fode porra,
150293,Capacitismo,@DelfinoTuito É mais fácil admitir que a galera so quer essas babaquices por que o Lula é um velho esclerosado e alcoólatra e só vai ganhar pq o outro não conseguia dizer para as pessoas tomarem vacina durante uma pandemia e mostrava cloroquina pra um Avestruz  debate do Lula é ridículo,
150294,Xenofobia,@wara_turco ご参加あざぁ〜っす！ 👇結果は動画をチェック👇  #ヒートテックインナー も #ファーリーフリースジャケット も！ あざぁ〜っす価格の #ユニクロ感謝祭 開催中！ 詳細👉https://t.co/J3fLYnlJf2 https://t.co/7Oo5ACskpH,
150295,Xenofobia,Só pela lata dos dois tu vê que o Remy eh rataria aquele rato sujo leptospirose pura o branquelo do stuart tava fudido https://t.co/cdhV0e1gvt,
150296,Politica,@akira1988god @DeusBaniu Nego nazista kkkkkk,
150297,Sexismo,CADA DIA MAIS APAIXONADA 😔,
150298,Homofobia,VIADO https://t.co/0SZqU62amC,
150299,Capacitismo,pero aún no puedo olvidar tu cara tu maldita y estupida linda cara..,
150300,Capacitismo,@ana_DQMSL 休日ですから(っ´ω`c)🍕🍺,
150301,Calunia,@ItaloMarsinho Porra meu o hospício bostil tá superando todas as expectativas.  Olêêê olê olê olá. É agora que a merda vai boiar. Faz um L patriota aí cornão o bárbaro.,
150302,Capacitismo,@aanaterra @esquerdev Caceteeee como assiiiim,
150303,Sexismo,@oanavitx Você está morta por dentro,
150304,Etnia,Criolo no Grammy tem 100% minha energia pra looks https://t.co/cT79IvJgV4,
150305,Politica,Aee Valdemar corrupto e mentiroso a casa tá caindo ein.. kkkkk https://t.co/YEvBe524I1,
150306,Xenofobia,@mradv22 @CorpseGrinderZ @fernandoconrado Então Carcamano leu sou leiga. Explica?,
150307,Aparencia,Ronald pinta cmg né me chama de feiozaridícula kkkkk,
150308,Calunia,Oo juiz corno CORNAO https://t.co/n0cWVa53ED,
150309,Capacitismo,Predefinição:Heavy Metal:  ← Versão anterior Edição de 11h55min de 19 de abril de 2015 Linha 19: Linha 1... http://t.co/Xh6CsHlvKA,
150310,Assedio,@digimanda mas vc eh a bocetuda,
150311,Sexismo,"... dos clans gaélicos fronte á presión inglesa. Coma se o status da ""banshee"" sofrese unha degradación homologábel á da propia cultura que a xerara. Mais antes diso a ""banshee"" era descrita (e aínda o é nalgunhas áreas da illa) coma unha rapariga loira vestida de branco.",
150312,Homofobia,Palco da cabeça veada esse é o tweet,
150313,Sexismo,"Achei q ia vir o ""solta a rapariga zeus"" https://t.co/hUXmaI4HY4",
150314,Capacitismo,@HChinaskiiii @taemreuniao Netflix Anão Gigante Cabeçudo,
150315,Xenofobia,@notjenfoxx Let me taste it,
150316,Homofobia,@LaflameScott fut amanhã viado cola 9h trás 10 real pro dolly e o dichavas,
150317,Assedio,@nickkkkcorollo sdd d vc e seu fiote,
150318,Assedio,@vintageviolenc mas a gostosa rabudona da sua mãe perguntou,
150319,Homofobia,15 conto uma fatia de pizza no coquetel bicha,
150320,Capacitismo,@umaagelves_ a vos si t respondo estupida,
150321,Capacitismo,@VanRoberMore @andim_llo @CaioCMOliveira @WonderWanny Única idiotice que li até agora saiu de você. Cristo você acredita mesmo no que escreve?,
150322,Xenofobia,@_thaayyy_ Slk vei eles nem sabia oq tava falando KAKAKAKAKAKAKAK,
150323,Sexismo,@MDxchanwoo EU NUNCA Q TE ODIEI sai dessa mocrea,
150324,Etnia,Em Comemoração à Semana Farrroupilha XXII Rodeio Crioulo | CTG Tropeiro Das Missões | Boa Vista Das Missões/RS https://t.co/eiE70YFE64,
150325,Etnia,@777helo_ @hang_fc para mana tá feio... ele não vai te comer!,
150326,Homofobia,@aluaemnos Umuarama,
150327,Capacitismo,@pinheirohferr @corrente_clara 10 alqueires? O imbecil não deve ter nem um lote pra carpir 😂😂😂,
150328,Homofobia,bicha vc nem me segue mano,
150329,Calunia,Antes minha foto era essa aqui e eu me chamava Cornão rei https://t.co/cDqiRgcDvb,
150330,Calunia,@Kaue_cdd Santa Cruz (por causa do Thiago Tavares tiktoker de aleatoriedades fanatico pelo Santa Cruz)  Caucaia (É aqui do Ceará minha familia paterna é de lá e meu tio é secretário do esporte de Caucaia)  Ferroviário (É do Ceará),
150331,Calunia,"@SimilaneA @_Janoninho Nós não vcs. Seu candidato que não vai subir a rampa foi para o Katar dizendo que foi convidado pelo Presidente do Egito mais umas de suas mentiras descaradas Recebeu 600 mil na campanha de um corrupto e agora Nova York está em peso gritando "" lula ladrão seu lugar é na prisao",
150332,Etnia,@Ruicpimenta29 @lbmoura13 Denegrir? Jura que vc usou esse termo? Putz!!!,
150333,Capacitismo,@Biakicis E se você for conferir os dados verá que é tudo uma patranha uma interpretação mirabolante dos mesmos com ocultação da maioria do índices que contradizem o discurso do Jegues  Mas isso todo não importa a freguesia é analfabeta e fanática não é pastora do demo?,
150334,Sexismo,@felipxasg A maior 😭😭🫶🏻,
150335,Assedio,@Bibizinha365 @_boiolinha ela tem é que baixar a bola de quem ta se achando a bocetuda isso sim,
150336,Sexismo,bicha eu tô sem voz,
150337,Calunia,@biiaavaldez vou salvar pra tatuar quando o mangá acabar vai q o dazai faz alguma cornisse imperdoável ou surge um painel dos skk se beijando nunca se sabe,
150338,Assedio,Ganhei 40 na raspadinha e perdi 50 logo depois jogo é trem do capeta,
150339,Capacitismo,🙏🙌👌👍 https://t.co/7p68VT2Tun,
150340,Calunia,@mellalm87943037 Te mandei no insta isso vc nem tchun ne fedida,
150341,Calunia,@_Janoninho BOLSONARO CORNO PEGUETE DO VALDEMAR MICHELLE E VALDEMAR,
150342,Capacitismo,"ele ainda complementou dizendo ""e se a gente decidir ir a pé é capaz até de voltar os dois aleijado""",
150343,Capacitismo,@andremarinho_ Idiotice dela Babi sempre esta ao lado sem draminha pelo amor!,
150344,Capacitismo,13 Ana  I’m voting for BTS (@BTS_twt) for Favorite K-pop Artist at the #AMAs,
150345,Sexismo,@danielaferrwira Num e n? Mocreia,
150346,Aparencia,@VanGoghto só gente feia pra implicar com a gente,
150347,Capacitismo,Golpista é o cu do psicopata que escreveu e o debilóide que aprovou essa reportagem merda!!!! https://t.co/q2bT8u9TOQ,
150348,Calunia,mai q cornisse do caralho,
150349,Homofobia,bicha,
150350,Capacitismo,Avise A vadia da tua mãe aidetica Q eu deixei os 5 reais do boquete Na gaveta do lado da cama E qto a vc seu merda filho da puta Aguarde o processo judicial https://t.co/Col863ijCj,
150351,Calunia,Encima de ser cornudo sos un ridiculo,
150352,Capacitismo,@rjbr1966 @brom_elisa Claro que é debilóide. Já esqueceu o da Dilmanta? Só me diz quem que decretou sigilo do “cartão corporativo”??,
150353,Xenofobia,lugares que mais conheço no mundo : montenegro quirguistão mongólia botswana e albania,
150354,Capacitismo,@Suspect10Usual @jesus868686 @fifaworldcup_es @ClubAmerica debe estar drogado el muchacho jaja,
150355,Homofobia,O MEU VEADÃO É ENORME,
150356,Etnia,@bandnewstv Jornalista agiu com parcialidade em sua pergunta tentando denigrir a imagem do candidato Jair Bolsonaro. Isso é inadmissível em um debate promovido por um canal de televisão.,
150357,Assedio,@bangtan287 eita sereia rabudona https://t.co/wQBPDOvaPv,
150358,Xenofobia,@Suuh_btn kkkkkkkkkk,
150359,Capacitismo,"Usuário:177.135.228.98: Tigermaster bloqueou ""177.135.228.98 (Discussão)"" com tempo de expiração em ""2 semanas... http://t.co/m1PHjMVChE",
150360,Capacitismo,@MarceloAdnet Mentiroso ! Nao houve ditadura! Tenho 59 anos! VIVI O REGIME MILITAR ! Nao seja imbecil de querer RECONTAR A ESTORIA A MANEIRA COMUNISTA!,
150361,Sexismo,@zacatack26 it’s a self-selected sample of incel crypto chadlets,
150362,Capacitismo,@anao_2022 おはようございます🤗 のんびりお過ごしください🍀*゜ こちらこそどうぞ宜しくお願いします(^-^)/,
150363,Capacitismo,"@traemelaurna @BStringano @CosseCarolina @imtransito Su tweet desborda de mala intención... Ya que se dedica a esos temas... ""Ayúdeme"" informándole a Lema que la comunicación con MIDES es más que deficiente... Aún con los casi 5 millones de $ que se invirtieron en telefonía de última generación...",
150364,Assedio,EU DEMAIS LITERALMENTE EU SEM MEME https://t.co/Ry0K6SNtzo,
150365,Aparencia,@netdacrocs @muitoautentica devo ser feio entao,
150366,Etnia,@simonetebetbr Que os zumbis do mito pintaram de preto,
150367,Xenofobia,@Touyarokii 😃👍,
150368,Religião,o macumbeiro num tem um dia de paz,
150369,Homofobia,@CentralRicof Coisa falsa o dynho devia mesmo ter arregassado sua cara mau caracter falso ganhou a fazenda e ta fora dos clicks,
150370,Capacitismo,oh nojeira,
150371,Religião,o carinha teve uma meia conversão anteontem e já tá na internet julgando Deus o mundo e o fundo sentado na cátedra da verdade chamando todo mundo de herege e falando e dizendo e acontecendo ah pelo amor de Deus cara vai rezar vai estudar vai fazer alguma coisa cala a boca,
